Year-Quarter,State,Year,Month,TelehealthType,ServiceCount,RatePer1000Beneficiaries
2020-4,Idaho,2020,10,Store and forward," 1,307 ",3.3
2020-4,Idaho,2020,11,Live audio/video," 25,763 ",64.5
2020-4,Idaho,2020,11,Store and forward," 1,389 ",3.5
2020-4,Idaho,2020,12,Live audio/video," 28,920 ",71.7
2020-4,Idaho,2020,12,Store and forward," 1,530 ",3.8
2021-1,Idaho,2021,1,Live audio/video," 26,117 ",63.5
2021-1,Idaho,2021,1,Store and forward," 1,347 ",3.3
2021-1,Idaho,2021,2,Live audio/video," 23,081 ",55.7
2021-1,Idaho,2021,2,Store and forward," 1,249 ",3.0
2021-1,Idaho,2021,3,Live audio/video," 21,109 ",50.4
2021-1,Idaho,2021,3,Store and forward," 1,222 ",2.9
2021-2,Idaho,2021,4,Live audio/video," 19,116 ",45.2
2021-2,Idaho,2021,4,Store and forward, 884 ,2.1
2021-2,Idaho,2021,5,Live audio/video," 15,968 ",37.5
2021-2,Idaho,2021,5,Store and forward, 631 ,1.5
2021-2,Idaho,2021,6,Live audio/video," 12,796 ",29.9
2021-2,Idaho,2021,6,Store and forward, 564 ,1.3
2021-3,Idaho,2021,7,Live audio/video," 11,665 ",27.1
2021-3,Idaho,2021,7,Store and forward, 545 ,1.3
2021-3,Idaho,2021,8,Live audio/video," 13,183 ",30.4
2021-3,Idaho,2021,8,Store and forward, 534 ,1.2
2021-3,Idaho,2021,9,Live audio/video," 15,845 ",36.3
2021-3,Idaho,2021,9,Store and forward, 514 ,1.2
2021-4,Idaho,2021,10,Live audio/video," 16,448 ",37.4
2021-4,Idaho,2021,10,Store and forward, 535 ,1.2
2021-4,Idaho,2021,11,Live audio/video," 16,055 ",36.2
2021-4,Idaho,2021,11,Store and forward, 565 ,1.3
2021-4,Idaho,2021,12,Live audio/video," 15,440 ",34.6
2021-4,Idaho,2021,12,Store and forward, 525 ,1.2
2022-1,Idaho,2022,1,Live audio/video," 40,432 ",89.7
2022-1,Idaho,2022,1,Store and forward, 514 ,1.1
2022-1,Idaho,2022,2,Live audio/video," 32,559 ",72.1
2022-1,Idaho,2022,2,Store and forward, 445 ,1.0
2022-1,Idaho,2022,3,Live audio/video," 28,331 ",62.4
2022-1,Idaho,2022,3,Store and forward, 445 ,1.0
2022-2,Idaho,2022,4,Live audio/video," 23,929 ",52.4
2022-2,Idaho,2022,4,Store and forward, 392 ,0.9
2022-2,Idaho,2022,5,Live audio/video," 24,190 ",52.7
2022-2,Idaho,2022,5,Store and forward, 352 ,0.8
2022-2,Idaho,2022,6,Live audio/video," 20,660 ",44.7
2022-2,Idaho,2022,6,Store and forward, 412 ,0.9
2022-3,Idaho,2022,7,Live audio/video," 17,240 ",37.1
2022-3,Idaho,2022,7,Store and forward, 344 ,0.7
2022-3,Idaho,2022,8,Live audio/video," 17,687 ",37.8
2022-3,Idaho,2022,8,Store and forward, 392 ,0.8
2022-3,Idaho,2022,9,Live audio/video," 19,228 ",40.9
2022-3,Idaho,2022,9,Store and forward, 324 ,0.7
2022-4,Idaho,2022,10,Live audio/video," 22,280 ",47.0
2022-4,Idaho,2022,10,Store and forward, 307 ,0.6
2022-4,Idaho,2022,11,Live audio/video," 24,606 ",51.6
2022-4,Idaho,2022,11,Store and forward, 403 ,0.8
2022-4,Idaho,2022,12,Live audio/video," 20,403 ",42.5
2022-4,Idaho,2022,12,Store and forward, 407 ,0.8
2019-3,Illinois,2019,8,Live audio/video," 1,357 ",0.5
2019-3,Illinois,2019,9,Live audio/video," 1,557 ",0.5
2019-4,Illinois,2019,10,Live audio/video," 1,922 ",0.7
2019-4,Illinois,2019,11,Live audio/video," 1,513 ",0.5
2019-4,Illinois,2019,12,Live audio/video," 1,593 ",0.5
2020-1,Illinois,2020,1,Live audio/video," 2,170 ",0.7
2020-1,Illinois,2020,2,Live audio/video," 2,126 ",0.7
2020-1,Illinois,2020,3,Live audio/video," 50,890 ",17.3
2020-1,Illinois,2020,3,Other telehealth," 1,374 ",0.5
2020-2,Illinois,2020,4,Live audio/video," 244,314 ",81.2
2020-2,Illinois,2020,4,Other telehealth," 2,093 ",0.7
2020-2,Illinois,2020,6,Live audio/video," 195,340 ",63.6
2020-3,Illinois,2020,7,Live audio/video," 159,968 ",51.5
2020-3,Illinois,2020,8,Live audio/video," 146,829 ",46.7
2020-3,Illinois,2020,9,Live audio/video," 199,516 ",62.8
2020-4,Illinois,2020,10,Live audio/video," 223,566 ",69.7
2020-4,Illinois,2020,11,Live audio/video," 234,894 ",72.1
2020-4,Illinois,2020,12,Live audio/video," 257,920 ",78.0
2021-1,Illinois,2021,1,Live audio/video," 247,398 ",73.8
2021-1,Illinois,2021,2,Live audio/video," 234,730 ",69.6
2021-1,Illinois,2021,3,Live audio/video," 229,494 ",67.7
2021-2,Illinois,2021,4,Live audio/video," 201,956 ",59.2
2021-2,Illinois,2021,5,Live audio/video," 179,574 ",52.6
2021-2,Illinois,2021,6,Live audio/video," 135,105 ",39.4
2021-3,Illinois,2021,7,Live audio/video," 100,193 ",29.0
2021-3,Illinois,2021,8,Live audio/video," 114,325 ",32.9
2021-3,Illinois,2021,9,Live audio/video," 125,633 ",35.9
2021-4,Illinois,2021,10,Live audio/video," 162,098 ",46.1
2021-4,Illinois,2021,11,Live audio/video," 162,464 ",45.9
2021-4,Illinois,2021,12,Live audio/video," 177,624 ",49.8
2022-1,Illinois,2022,1,Live audio/video," 248,174 ",68.8
2022-1,Illinois,2022,2,Live audio/video," 198,382 ",54.9
2022-1,Illinois,2022,3,Live audio/video," 196,839 ",54.3
2022-2,Illinois,2022,4,Live audio/video," 170,315 ",46.8
2022-2,Illinois,2022,5,Live audio/video," 171,267 ",46.9
2022-2,Illinois,2022,6,Live audio/video," 162,064 ",44.1
2022-3,Illinois,2022,7,Live audio/video," 104,455 ",28.2
2022-3,Illinois,2022,8,Live audio/video," 120,565 ",32.4
2022-3,Illinois,2022,9,Live audio/video," 113,158 ",30.2
2022-4,Illinois,2022,10,Live audio/video," 107,208 ",28.5
2022-4,Illinois,2022,11,Live audio/video," 110,219 ",29.1
2022-4,Illinois,2022,12,Live audio/video," 107,335 ",28.2
2018-1,Indiana,2018,1,Live audio/video," 1,675 ",1.1
2018-1,Indiana,2018,2,Live audio/video," 1,597 ",1.1
2018-1,Indiana,2018,3,Live audio/video," 1,696 ",1.1
2018-2,Indiana,2018,4,Live audio/video," 1,886 ",1.3
2018-2,Indiana,2018,5,Live audio/video," 1,859 ",1.3
2018-2,Indiana,2018,6,Live audio/video," 1,490 ",1.0
2018-3,Indiana,2018,7,Live audio/video," 1,842 ",1.2
2018-3,Indiana,2018,8,Live audio/video," 2,112 ",1.4
2018-3,Indiana,2018,9,Live audio/video," 1,853 ",1.3
2018-4,Indiana,2018,10,Live audio/video," 2,163 ",1.5
2018-4,Indiana,2018,11,Live audio/video," 2,024 ",1.4
2018-4,Indiana,2018,12,Live audio/video," 1,985 ",1.2
2019-1,Indiana,2019,1,Live audio/video," 2,727 ",1.9
2019-1,Indiana,2019,2,Live audio/video," 2,749 ",1.9
2019-1,Indiana,2019,3,Live audio/video," 2,900 ",2.0
2019-2,Indiana,2019,4,Live audio/video," 3,290 ",2.2
2019-2,Indiana,2019,5,Live audio/video," 3,128 ",2.1
2019-2,Indiana,2019,6,Live audio/video," 2,909 ",2.0
2019-3,Indiana,2019,7,Live audio/video," 3,246 ",2.2
2019-3,Indiana,2019,8,Live audio/video," 3,369 ",2.3
2019-3,Indiana,2019,9,Live audio/video," 2,917 ",2.0
2019-4,Indiana,2019,10,Live audio/video," 3,820 ",2.6
2019-4,Indiana,2019,11,Live audio/video," 3,013 ",2.0
2019-4,Indiana,2019,12,Live audio/video," 3,382 ",2.1
2020-1,Indiana,2020,1,Live audio/video," 4,559 ",3.0
2020-1,Indiana,2020,2,Live audio/video," 4,904 ",3.2
2020-1,Indiana,2020,3,Live audio/video," 93,034 ",60.2
2020-1,Indiana,2020,3,Other telehealth," 1,063 ",0.7
2020-2,Indiana,2020,4,Live audio/video," 396,000 ",250.7
2020-2,Indiana,2020,4,Other telehealth," 1,381 ",0.9
2020-2,Indiana,2020,5,Live audio/video," 353,900 ",219.4
2020-2,Indiana,2020,6,Live audio/video," 292,578 ",177.4
2020-3,Indiana,2020,7,Live audio/video," 230,496 ",137.0
2020-3,Indiana,2020,8,Live audio/video," 212,516 ",124.1
2020-3,Indiana,2020,9,Live audio/video," 205,197 ",118.2
2020-4,Indiana,2020,10,Live audio/video," 201,710 ",114.7
2020-4,Indiana,2020,11,Live audio/video," 209,595 ",117.6
2020-4,Indiana,2020,12,Live audio/video," 248,143 ",135.5
2021-1,Indiana,2021,1,Live audio/video," 235,542 ",128.9
2021-1,Indiana,2021,2,Live audio/video," 228,115 ",123.7
2021-1,Indiana,2021,3,Live audio/video," 215,995 ",115.8
2021-2,Indiana,2021,4,Live audio/video," 180,795 ",95.9
2021-2,Indiana,2021,5,Live audio/video," 151,395 ",79.5
2021-2,Indiana,2021,6,Live audio/video," 140,781 ",73.3
2021-3,Indiana,2021,7,Live audio/video," 98,500 ",50.8
2021-3,Indiana,2021,8,Live audio/video," 106,633 ",54.4
2021-3,Indiana,2021,9,Live audio/video," 106,468 ",53.9
2021-4,Indiana,2021,10,Live audio/video," 97,365 ",48.9
2021-4,Indiana,2021,11,Live audio/video," 99,870 ",49.8
2021-4,Indiana,2021,12,Live audio/video," 99,952 ",48.9
2022-1,Indiana,2022,1,Live audio/video," 128,603 ",63.0
2022-1,Indiana,2022,2,Live audio/video," 114,238 ",55.6
2022-1,Indiana,2022,3,Live audio/video," 109,965 ",53.1
2022-2,Indiana,2022,4,Live audio/video," 95,590 ",45.8
2022-2,Indiana,2022,5,Live audio/video," 93,551 ",44.5
2022-2,Indiana,2022,6,Live audio/video," 89,868 ",42.5
2022-3,Indiana,2022,7,Live audio/video," 77,930 ",36.6
2022-3,Indiana,2022,8,Live audio/video," 91,980 ",42.8
2022-3,Indiana,2022,9,Live audio/video," 82,763 ",38.2
2022-4,Indiana,2022,10,Live audio/video," 82,412 ",37.8
2022-4,Indiana,2022,11,Live audio/video," 85,239 ",38.8
2022-4,Indiana,2022,12,Live audio/video," 83,516 ",37.4
2018-1,Iowa,2018,1,Live audio/video," 4,973 ",7.4
2018-1,Iowa,2018,2,Live audio/video," 4,764 ",7.0
2018-1,Iowa,2018,3,Live audio/video," 4,846 ",7.1
2018-2,Iowa,2018,4,Live audio/video," 4,584 ",6.7
2018-2,Iowa,2018,5,Live audio/video," 4,406 ",6.4
2018-2,Iowa,2018,6,Live audio/video," 3,995 ",5.8
2018-3,Iowa,2018,7,Live audio/video," 4,202 ",6.1
2018-3,Iowa,2018,8,Live audio/video," 4,705 ",6.8
2018-3,Iowa,2018,9,Live audio/video," 4,526 ",6.5
2018-4,Iowa,2018,10,Live audio/video," 5,609 ",8.1
2018-4,Iowa,2018,11,Live audio/video," 4,653 ",6.7
2018-4,Iowa,2018,12,Live audio/video," 4,548 ",6.5
2019-1,Iowa,2019,1,Live audio/video," 6,126 ",8.8
2019-1,Iowa,2019,2,Live audio/video," 5,033 ",7.2
2019-1,Iowa,2019,3,Live audio/video," 5,428 ",7.8
2019-2,Iowa,2019,4,Live audio/video," 5,998 ",8.6
2019-2,Iowa,2019,5,Live audio/video," 5,807 ",8.3
2019-2,Iowa,2019,6,Live audio/video," 4,810 ",6.9
2019-3,Iowa,2019,7,Live audio/video," 4,943 ",7.0
2019-3,Iowa,2019,8,Live audio/video," 5,223 ",7.4
2019-3,Iowa,2019,9,Live audio/video," 5,039 ",7.2
2019-4,Iowa,2019,10,Live audio/video," 5,638 ",8.0
2019-4,Iowa,2019,11,Live audio/video," 4,488 ",6.4
2019-4,Iowa,2019,12,Live audio/video," 4,387 ",6.2
2020-1,Iowa,2020,1,Live audio/video," 5,374 ",7.6
2020-1,Iowa,2020,2,Live audio/video," 4,741 ",6.7
2020-1,Iowa,2020,3,Live audio/video," 33,300 ",47.3
2020-2,Iowa,2020,4,Live audio/video," 131,920 ",185.0
2020-2,Iowa,2020,4,Other telehealth, 431 ,0.6
2020-2,Iowa,2020,5,Live audio/video," 117,168 ",162.6
2020-2,Iowa,2020,6,Live audio/video," 97,483 ",133.8
2020-3,Iowa,2020,7,Live audio/video," 82,382 ",111.7
2020-3,Iowa,2020,8,Live audio/video," 70,648 ",94.7
2020-3,Iowa,2020,9,Live audio/video," 77,818 ",103.3
2020-4,Iowa,2020,10,Live audio/video," 77,020 ",101.3
2020-4,Iowa,2020,11,Live audio/video," 85,960 ",111.8
2020-4,Iowa,2020,12,Live audio/video," 92,528 ",119.1
2021-1,Iowa,2021,1,Live audio/video," 85,808 ",109.6
2021-1,Iowa,2021,2,Live audio/video," 79,699 ",101.0
2021-1,Iowa,2021,3,Live audio/video," 80,869 ",101.8
2021-2,Iowa,2021,4,Live audio/video," 68,388 ",85.4
2021-2,Iowa,2021,5,Live audio/video," 56,847 ",70.6
2021-2,Iowa,2021,6,Live audio/video," 51,672 ",63.9
2021-3,Iowa,2021,7,Live audio/video," 39,800 ",48.9
2021-3,Iowa,2021,8,Live audio/video," 42,498 ",51.8
2021-3,Iowa,2021,9,Live audio/video," 44,944 ",54.6
2021-4,Iowa,2021,10,Live audio/video," 39,954 ",48.3
2021-4,Iowa,2021,11,Live audio/video," 40,032 ",48.2
2021-4,Iowa,2021,12,Live audio/video," 41,686 ",49.9
2022-1,Iowa,2022,1,Live audio/video," 51,308 ",61.0
2022-1,Iowa,2022,2,Live audio/video," 42,945 ",50.9
2022-1,Iowa,2022,3,Live audio/video," 42,827 ",50.7
2022-2,Iowa,2022,4,Live audio/video," 32,990 ",38.9
2022-2,Iowa,2022,5,Live audio/video," 31,750 ",37.3
2022-2,Iowa,2022,6,Live audio/video," 31,223 ",36.5
2022-3,Iowa,2022,7,Live audio/video," 27,463 ",32.0
2022-3,Iowa,2022,8,Live audio/video," 31,888 ",36.9
2022-3,Iowa,2022,9,Live audio/video," 29,818 ",34.3
2022-4,Iowa,2022,10,Live audio/video," 28,960 ",33.2
2022-4,Iowa,2022,11,Live audio/video," 30,032 ",34.2
2022-4,Iowa,2022,12,Live audio/video," 30,850 ",34.9
2018-1,Kansas,2018,2,Live audio/video," 1,810 ",4.1
2018-3,Kansas,2018,7,Live audio/video," 1,764 ",4.1
2018-3,Kansas,2018,8,Live audio/video," 2,120 ",4.9
2018-3,Kansas,2018,9,Live audio/video," 2,047 ",4.8
2018-4,Kansas,2018,10,Live audio/video," 2,571 ",6.0
2018-4,Kansas,2018,11,Live audio/video," 2,320 ",5.4
2018-4,Kansas,2018,12,Live audio/video," 2,057 ",4.8
2019-1,Kansas,2019,1,Live audio/video," 3,877 ",9.1
2019-1,Kansas,2019,2,Live audio/video," 3,767 ",8.9
2019-1,Kansas,2019,3,Live audio/video," 3,502 ",8.3
2019-2,Kansas,2019,4,Live audio/video," 4,308 ",10.3
2019-2,Kansas,2019,5,Live audio/video," 3,296 ",7.9
2019-2,Kansas,2019,6,Live audio/video," 1,851 ",4.5
2019-3,Kansas,2019,7,Live audio/video," 1,950 ",4.7
2019-3,Kansas,2019,8,Live audio/video," 2,815 ",6.8
2019-3,Kansas,2019,9,Live audio/video," 4,916 ",11.8
2019-4,Kansas,2019,10,Live audio/video," 5,474 ",13.1
2019-4,Kansas,2019,11,Live audio/video," 4,450 ",10.7
2019-4,Kansas,2019,12,Live audio/video," 4,063 ",9.7
2020-1,Kansas,2020,1,Live audio/video," 4,896 ",11.7
2020-1,Kansas,2020,2,Live audio/video," 4,906 ",11.8
2020-1,Kansas,2020,3,Live audio/video," 25,891 ",61.9
2020-2,Kansas,2020,4,Live audio/video," 111,853 ",264.5
2020-2,Kansas,2020,5,Live audio/video," 89,653 ",209.3
2020-2,Kansas,2020,6,Live audio/video," 64,715 ",149.1
2020-3,Kansas,2020,7,Live audio/video," 54,719 ",124.4
2020-3,Kansas,2020,8,Live audio/video," 50,053 ",112.6
2020-3,Kansas,2020,9,Live audio/video," 56,940 ",126.8
2020-4,Kansas,2020,10,Live audio/video," 61,130 ",134.6
2020-4,Kansas,2020,11,Live audio/video," 61,264 ",133.6
2020-4,Kansas,2020,12,Live audio/video," 70,392 ",151.9
2021-1,Kansas,2021,1,Live audio/video," 65,673 ",140.9
2021-1,Kansas,2021,2,Live audio/video," 64,032 ",136.3
2021-1,Kansas,2021,3,Live audio/video," 59,394 ",125.3
2021-2,Kansas,2021,4,Live audio/video," 49,278 ",103.4
2021-2,Kansas,2021,5,Live audio/video," 40,284 ",84.0
2021-2,Kansas,2021,6,Live audio/video," 32,670 ",67.5
2021-3,Kansas,2021,7,Live audio/video," 29,105 ",59.8
2021-3,Kansas,2021,8,Live audio/video," 33,603 ",68.5
2021-3,Kansas,2021,9,Live audio/video," 36,409 ",73.6
2021-4,Kansas,2021,10,Live audio/video," 33,173 ",66.7
2021-4,Kansas,2021,11,Live audio/video," 33,421 ",66.7
2021-4,Kansas,2021,12,Live audio/video," 31,607 ",62.7
2022-1,Kansas,2022,1,Live audio/video," 36,434 ",71.7
2022-1,Kansas,2022,2,Live audio/video," 32,014 ",62.6
2022-1,Kansas,2022,3,Live audio/video," 30,249 ",58.9
2022-2,Kansas,2022,4,Live audio/video," 24,017 ",46.6
2022-2,Kansas,2022,5,Live audio/video," 20,780 ",40.1
2022-2,Kansas,2022,6,Live audio/video," 18,281 ",35.1
2022-3,Kansas,2022,7,Live audio/video," 16,064 ",30.6
2022-3,Kansas,2022,8,Live audio/video," 19,564 ",37.1
2022-3,Kansas,2022,9,Live audio/video," 21,297 ",40.2
2022-4,Kansas,2022,10,Live audio/video," 20,739 ",38.9
2022-4,Kansas,2022,11,Live audio/video," 21,222 ",39.6
2022-4,Kansas,2022,12,Live audio/video," 18,197 ",33.7
2018-1,Kentucky,2018,1,Live audio/video," 3,442 ",2.1
2018-1,Kentucky,2018,2,Live audio/video," 3,447 ",2.1
2018-1,Kentucky,2018,3,Live audio/video," 3,751 ",2.3
2018-2,Kentucky,2018,4,Live audio/video," 3,689 ",2.3
2018-2,Kentucky,2018,5,Live audio/video," 3,742 ",2.3
2018-2,Kentucky,2018,6,Live audio/video," 2,998 ",1.9
2018-3,Kentucky,2018,7,Live audio/video," 3,835 ",2.4
2018-3,Kentucky,2018,8,Live audio/video," 4,502 ",2.8
2018-3,Kentucky,2018,9,Live audio/video," 4,204 ",2.6
2018-4,Kentucky,2018,10,Live audio/video," 4,614 ",2.9
2018-4,Kentucky,2018,11,Live audio/video," 4,653 ",2.9
2018-4,Kentucky,2018,12,Live audio/video," 4,282 ",2.7
2019-1,Kentucky,2019,1,Live audio/video," 5,118 ",3.1
2019-1,Kentucky,2019,2,Live audio/video," 4,792 ",2.9
2019-1,Kentucky,2019,3,Live audio/video," 4,832 ",3.0
2019-2,Kentucky,2019,4,Live audio/video," 5,109 ",3.1
2019-2,Kentucky,2019,5,Live audio/video," 5,857 ",3.6
2019-2,Kentucky,2019,6,Live audio/video," 4,432 ",2.7
2019-3,Kentucky,2019,7,Live audio/video," 6,244 ",3.8
2019-3,Kentucky,2019,8,Live audio/video," 6,355 ",3.9
2019-3,Kentucky,2019,9,Live audio/video," 6,530 ",4.0
2019-4,Kentucky,2019,10,Live audio/video," 7,879 ",4.8
2019-4,Kentucky,2019,11,Live audio/video," 7,628 ",4.7
2019-4,Kentucky,2019,12,Live audio/video," 8,380 ",5.1
2020-1,Kentucky,2020,1,Live audio/video," 9,758 ",6.0
2020-1,Kentucky,2020,2,Live audio/video," 9,984 ",6.1
2020-1,Kentucky,2020,3,Live audio/video," 84,726 ",52.0
2020-1,Kentucky,2020,3,Other telehealth," 2,409 ",1.5
2020-2,Kentucky,2020,4,Live audio/video," 360,773 ",218.7
2020-2,Kentucky,2020,4,Other telehealth," 3,457 ",2.1
2020-2,Kentucky,2020,5,Live audio/video," 310,612 ",186.5
2020-2,Kentucky,2020,5,Other telehealth, 865 ,0.5
2020-2,Kentucky,2020,6,Live audio/video," 265,258 ",156.7
2020-3,Kentucky,2020,7,Live audio/video," 248,524 ",144.5
2020-3,Kentucky,2020,8,Live audio/video," 242,847 ",139.7
2020-3,Kentucky,2020,9,Live audio/video," 250,362 ",142.6
2020-4,Kentucky,2020,10,Live audio/video," 248,044 ",141.2
2020-4,Kentucky,2020,11,Live audio/video," 247,770 ",141.0
2020-4,Kentucky,2020,12,Live audio/video," 284,889 ",162.7
2021-1,Kentucky,2021,1,Live audio/video," 272,746 ",154.6
2021-1,Kentucky,2021,2,Live audio/video," 271,073 ",153.3
2021-1,Kentucky,2021,3,Live audio/video," 263,046 ",148.4
2021-2,Kentucky,2021,4,Live audio/video," 221,989 ",125.8
2021-2,Kentucky,2021,5,Live audio/video," 197,927 ",111.9
2021-2,Kentucky,2021,6,Live audio/video," 191,417 ",108.0
2021-3,Kentucky,2021,7,Live audio/video," 165,842 ",98.6
2021-3,Kentucky,2021,8,Live audio/video," 194,481 ",115.6
2021-3,Kentucky,2021,8,Remote patient monitoring, 989 ,0.6
2021-3,Kentucky,2021,9,Live audio/video," 208,659 ",124.0
2021-3,Kentucky,2021,9,Remote patient monitoring," 1,031 ",0.6
2021-4,Kentucky,2021,10,Live audio/video," 183,730 ",109.1
2021-4,Kentucky,2021,10,Remote patient monitoring, 904 ,0.5
2021-4,Kentucky,2021,11,Live audio/video," 186,319 ",110.4
2021-4,Kentucky,2021,11,Remote patient monitoring, 819 ,0.5
2021-4,Kentucky,2021,12,Live audio/video," 182,790 ",108.1
2021-4,Kentucky,2021,12,Remote patient monitoring, 940 ,0.6
2022-1,Kentucky,2022,1,Live audio/video," 224,942 ",131.9
2022-1,Kentucky,2022,1,Remote patient monitoring," 1,015 ",0.6
2022-1,Kentucky,2022,2,Live audio/video," 191,324 ",112.2
2022-1,Kentucky,2022,2,Remote patient monitoring," 1,075 ",0.6
2022-1,Kentucky,2022,3,Live audio/video," 191,964 ",112.4
2022-1,Kentucky,2022,3,Remote patient monitoring," 1,264 ",0.7
2022-2,Kentucky,2022,4,Live audio/video," 155,732 ",91.0
2022-2,Kentucky,2022,4,Remote patient monitoring," 1,119 ",0.7
2022-2,Kentucky,2022,5,Live audio/video," 152,030 ",88.6
2022-2,Kentucky,2022,5,Remote patient monitoring, 965 ,0.6
2022-2,Kentucky,2022,6,Live audio/video," 151,807 ",88.3
2022-2,Kentucky,2022,6,Remote patient monitoring, 997 ,0.6
2022-3,Kentucky,2022,7,Live audio/video," 133,002 ",77.2
2022-3,Kentucky,2022,7,Remote patient monitoring," 1,356 ",0.8
2022-3,Kentucky,2022,8,Live audio/video," 155,268 ",89.9
2022-3,Kentucky,2022,8,Remote patient monitoring," 1,400 ",0.8
2022-3,Kentucky,2022,9,Live audio/video," 140,483 ",81.2
2022-3,Kentucky,2022,9,Remote patient monitoring," 1,407 ",0.8
2022-4,Kentucky,2022,10,Live audio/video," 137,929 ",79.5
2022-4,Kentucky,2022,10,Remote patient monitoring," 1,374 ",0.8
2022-4,Kentucky,2022,11,Live audio/video," 141,485 ",81.4
2022-4,Kentucky,2022,11,Remote patient monitoring," 1,723 ",1.0
2022-4,Kentucky,2022,12,Live audio/video," 138,735 ",79.6
2022-4,Kentucky,2022,12,Remote patient monitoring," 1,586 ",0.9
2018-3,Louisiana,2018,8,Live audio/video," 4,886 ",3.0
2018-3,Louisiana,2018,9,Live audio/video," 4,228 ",2.6
2018-4,Louisiana,2018,10,Live audio/video," 5,127 ",3.1
2018-4,Louisiana,2018,11,Live audio/video," 4,858 ",2.9
2018-4,Louisiana,2018,12,Live audio/video," 4,460 ",2.7
2019-1,Louisiana,2019,1,Live audio/video," 5,694 ",3.4
2019-1,Louisiana,2019,2,Live audio/video," 5,292 ",3.1
2019-1,Louisiana,2019,3,Live audio/video," 5,528 ",3.2
2019-2,Louisiana,2019,4,Live audio/video," 5,623 ",3.4
2019-2,Louisiana,2019,5,Live audio/video," 5,535 ",3.4
2019-2,Louisiana,2019,6,Live audio/video," 4,917 ",3.0
2019-3,Louisiana,2019,7,Live audio/video," 5,151 ",3.2
2019-3,Louisiana,2019,8,Live audio/video," 5,468 ",3.3
2019-3,Louisiana,2019,9,Live audio/video," 5,586 ",3.4
2019-4,Louisiana,2019,10,Live audio/video," 6,365 ",3.9
2019-4,Louisiana,2019,11,Live audio/video," 5,680 ",3.5
2019-4,Louisiana,2019,12,Live audio/video," 4,518 ",2.8
2020-1,Louisiana,2020,1,Live audio/video," 4,707 ",2.9
2020-1,Louisiana,2020,2,Live audio/video," 4,402 ",2.7
2020-1,Louisiana,2020,3,Live audio/video," 102,190 ",62.2
2020-2,Louisiana,2020,4,Live audio/video," 379,831 ",227.6
2020-2,Louisiana,2020,5,Live audio/video," 323,231 ",191.0
2020-2,Louisiana,2020,6,Live audio/video," 273,761 ",159.6
2020-3,Louisiana,2020,7,Live audio/video," 272,139 ",156.6
2020-3,Louisiana,2020,8,Live audio/video," 251,492 ",143.1
2020-3,Louisiana,2020,9,Live audio/video," 243,357 ",137.1
2020-4,Louisiana,2020,10,Live audio/video," 231,240 ",129.1
2020-4,Louisiana,2020,11,Live audio/video," 208,245 ",115.1
2020-4,Louisiana,2020,12,Live audio/video," 231,870 ",126.8
2021-1,Louisiana,2021,1,Live audio/video," 228,266 ",124.0
2021-1,Louisiana,2021,2,Live audio/video," 212,713 ",114.9
2021-1,Louisiana,2021,3,Live audio/video," 230,988 ",124.0
2021-2,Louisiana,2021,4,Live audio/video," 197,526 ",105.5
2021-2,Louisiana,2021,5,Live audio/video," 173,861 ",92.4
2021-2,Louisiana,2021,6,Live audio/video," 158,004 ",83.6
2021-3,Louisiana,2021,7,Live audio/video," 148,233 ",78.0
2021-3,Louisiana,2021,8,Live audio/video," 180,544 ",94.5
2021-3,Louisiana,2021,9,Live audio/video," 170,466 ",88.9
2021-4,Louisiana,2021,10,Live audio/video," 160,727 ",83.5
2021-4,Louisiana,2021,11,Live audio/video," 149,504 ",77.3
2021-4,Louisiana,2021,12,Live audio/video," 150,783 ",77.6
2022-1,Louisiana,2022,1,Live audio/video," 180,754 ",92.6
2022-1,Louisiana,2022,2,Live audio/video," 149,968 ",76.7
2022-1,Louisiana,2022,3,Live audio/video," 156,945 ",80.0
2022-2,Louisiana,2022,4,Live audio/video," 133,967 ",68.0
2022-2,Louisiana,2022,5,Live audio/video," 135,211 ",68.4
2022-2,Louisiana,2022,6,Live audio/video," 132,862 ",67.0
2022-3,Louisiana,2022,7,Live audio/video," 124,840 ",62.7
2022-3,Louisiana,2022,8,Live audio/video," 139,986 ",70.0
2022-3,Louisiana,2022,9,Live audio/video," 126,927 ",63.3
2022-4,Louisiana,2022,10,Live audio/video," 127,881 ",63.5
2022-4,Louisiana,2022,11,Live audio/video," 126,991 ",62.8
2022-4,Louisiana,2022,12,Live audio/video," 122,635 ",60.4
2018-1,Maine,2018,1,Live audio/video," 1,754 ",6.3
2018-1,Maine,2018,2,Live audio/video," 1,616 ",5.9
2018-1,Maine,2018,3,Live audio/video," 2,044 ",7.4
2018-2,Maine,2018,4,Live audio/video," 2,130 ",7.7
2018-2,Maine,2018,5,Live audio/video," 2,536 ",9.2
2018-2,Maine,2018,6,Live audio/video," 3,788 ",13.8
2018-3,Maine,2018,7,Live audio/video," 2,816 ",10.2
2018-3,Maine,2018,8,Live audio/video," 1,565 ",5.7
2018-3,Maine,2018,9,Live audio/video," 1,826 ",6.6
2018-4,Maine,2018,10,Live audio/video," 2,513 ",9.1
2018-4,Maine,2018,11,Live audio/video," 2,950 ",10.7
2018-4,Maine,2018,12,Live audio/video," 3,764 ",13.6
2019-1,Maine,2019,1,Live audio/video," 4,879 ",17.4
2019-1,Maine,2019,2,Live audio/video," 3,950 ",13.9
